"ID";"LIBELLE";"CV_ID";"RESULTAT_ID"
146;"CLASSE CM1A COURS A";12;0
147;"CLASSE CM1 B COURS A";12;0
148;"CLASSE CM2 A COURS A";12;0
149;"CLASSE CM2 B COURS A";12;0
150;"CLASSE CP COURS B";12;0
151;"CLASSE CM2 COURS B";12;0
152;"CLASSE CM1 A COURS B";12;0
153;"SALLE DE CLASSE";12;0
154;"SALLE DE CLASSE";12;0
155;"SALLE DE CLASSE";12;0
156;"SALLE N° 1";13;0
157;"SALLE N° 2";13;0
158;"SALLE N° 3";13;0
159;"SALLE N° 4";13;0
160;"SALLE AUIDITORIUM";14;0
161;"SALLE 1";14;0
162;"SALLE 2";14;0
163;"SALLE 1";15;0
164;"SALLE 2";15;0
165;"SALLE 3";15;0
166;"SALLE 4";15;0
167;"SALLE 2 NOUVEAU BATIMENT";15;0
168;"SALLE DE CLASSE";15;0
169;"SALLE DE CLASSE";15;0
170;"CLASSE CM 1 A";16;0
171;"CLASSE CM1 B";16;0
172;"CLASSE CIA";17;0
173;"CLASSE CP A";17;0
174;"CLASSE CM1 A";17;0
175;"CLASSE CE2 B";17;0
176;"CLASSE CE2 A";17;0
177;"CLASSE CE1 A";18;0
178;"CLASSE CM2 A";18;0
179;"CLASSE CM1 A";18;0
180;"CLASSE CI B";18;0
181;"CLASSE CI A";19;0
182;"CLASSE CI B";19;0
183;"CLASSE CP A";19;0
184;"CLASSE CP B";19;0
185;"CLASSE CE1 A";19;0
186;"SALLE DE CLASSE";19;0
187;"SALLE PETITE SECTION";20;0
188;"CLASSE C I";20;0
189;"CLASSE CP";20;0
190;"SALLE CM2";20;0
191;"SALLE DE CLASSE";21;0
192;"SALLE DE CLASSE";21;0
193;"SALLE DE CLASSE";21;0
194;"SALLE DE CLASSE";21;0
195;"SALLE DE CLASSE";21;0
196;"SALLE DE CLASSE";21;0
197;"CLASSE CM2 B";22;0
198;"CLASSE CM1 B";22;0
199;"CLASSE CE1 C";22;0
200;"CLASSE CE2 A";22;0
201;"CLASSE CE1 A";22;0
202;"CLASSE CP B";22;0
203;"CLASSE CP A";22;0
204;"CLASSE CI A";22;0
205;"CLASSE CM2 A";22;0
206;"CLASSE CE1 B";22;0
207;"SALLE DE CLASSE";22;0
208;"SALLE DE CLASSE";22;0
209;"SALLE DE CLASSE";22;0
210;"SALLE DE CLASSE";22;0
211;"SALLE DE CLASSE";22;0
212;"SALLE DE CLASSE";22;0
213;"SALLE DE CLASSE";22;0
214;"SALLE DE CLASSE";22;0
215;"SALLE DE CLASSE";22;0
216;"SALLE DE CLASSE";22;0
217;"CLASSE CI A";23;0
218;"CLASSE CI B";23;0
219;"CLASSE CP A";23;0
220;"CLASSE CP B";23;0
221;"CLASSE CE1 A";23;0
222;"CLASSE CE1 B";23;0
223;"CLASSE CE2 A";23;0
224;"CLASSE CE2 B";23;0
225;"CLASSE CM1 A";23;0
226;"CLASSE CM1 B";23;0
227;"CLASSE CM1 C";23;0
228;"CLASSE CM2 A";23;0
229;"CLASSE CM2 B";23;0
230;"CLASSE CE2 B";24;0
231;"CLASSE CE2 A";24;0
232;"CLASSE CP B";24;0
233;"CLASSE CE1 B";24;0
234;"CLASSE CP A";24;0
235;"CLASSE CI A";24;0
236;"CLASSE CI B";24;0
237;"CLASSE CM2 A";24;0
238;"CLASSE CM2 B";24;0
239;"CLASSE CM1 A";24;0
240;"CLASSE CM1 B";24;0
241;"SALLE DE CLASSE";25;0
242;"SALLE DE CLASSE";25;0
243;"SALLE DE CLASSE";25;0
244;"SALLE DE CLASSE";25;0
245;"SALLE DE CLASSE";25;0
246;"SALLE DE CLASSE";26;0
247;"SALLE DE CLASSE";26;0
248;"SALLE DE CLASSE";26;0
249;"CLASSE CIA";27;0
250;"CLASSE CIB";27;0
251;"CLASSE CPA";27;0
252;"CLASSE CPB";27;0
253;"SALLE DE CLASSE";27;0
254;"SALLE DE CLASSE";27;0
255;"CLASSE CIB";28;0
256;"CLASSE CIA";28;0
257;"CLASSE CM2B";28;0
258;"CLASSE CM2A";28;0
259;"CLASSE CM1B";28;0
260;"CLASSE CM1A";28;0
261;"CLASSE CE2B";28;0
262;"CLASSE CE2A";28;0
263;"CLASSE CE1B";28;0
264;"CLASSE CE1A";28;0
265;"CLASSE CPB";28;0
266;"CLASSE CM2C";28;0
267;"CLASSE CPA";28;0
268;"CLASSE CE2A";29;0
269;"CLASSE CE1A";29;0
270;"CLASSE CE1B";29;0
271;"CLASSE CPA";29;0
272;"CLASSE CPB";29;0
273;"CLASSE CIA";29;0
274;"CLASSE CIB";29;0
275;"CLASSE CM2A";29;0
276;"CLASSE CM2B";29;0
277;"CLASSE CM1A";29;0
278;"CLASSE CM1B";29;0
279;"CLASSE CE2B";29;0
280;"SALLE DE CLASSE";29;0
281;"SALLE DE CLASSE";29;0
282;"SALLE DE CLASSE";29;0
283;"SALLE DE CLASSE";29;0
284;"CLASSE CM2B";30;0
285;"CLASSE CIA";30;0
286;"CLASSE CIB";30;0
287;"CLASSE CPA";30;0
288;"CLASSE CPB";30;0
289;"CLASSE CE1A";30;0
290;"CLASSE CE2A";30;0
291;"CLASSE CM1A";30;0
292;"CLASSE CM2A";30;0
293;"SALLE DE CLASSE";30;0
294;"CLASSE CM2A";31;0
295;"CLASSE CM2B";31;0
296;"CLASSE CE2A";31;0
297;"CLASSE CE2B";31;0
298;"CLASSE CIA";31;0
299;"CLASSE CIB";31;0
300;"CLASSE CPA";31;0
301;"SALLE DE CLASSE";31;0
302;"SALLE DE CLASSE";31;0
303;"CLASSE CM1B";32;0
304;"CLASSE CM2A";32;0
305;"CLASSE CM2B";32;0
306;"CLASSE CIA";32;0
307;"CLASSE CIB";32;0
308;"CLASSE CPA";32;0
309;"CLASSE CPB";32;0
310;"CLASSE CE1A";32;0
311;"CLASSE CE1B";32;0
312;"CLASSE CE2A";32;0
313;"CLASSE CE2B";32;0
314;"CLASSE CM1A";32;0
315;"CLASSE CM2C";32;0
316;"CLASSE CM1C";32;0
317;"CLASSE CE2C";32;0
318;"CLASSE CE1C";32;0
319;"CLASSE CPC";32;0
320;"CLASSE CIC";32;0
321;"ABRI PROVISOIRE";32;0
322;"ABRI PROVISOIRE";32;0
323;"ABRI PROVISOIRE";32;0
324;"ABRI PROVISOIRE";32;0
325;"ABRI PROVISOIRE";32;0
326;"ABRI PROVISOIRE";32;0
327;"CLASSE CE2A";33;0
328;"CLASSE CM1B";33;0
